Dataset,Feature,# of data points,# non-constant descriptors,Fisher Separability ID
CHEMBL4980,maccs_keys,657,146,6.098573286215512
CHEMBL5017,embed,175,16,2.624079739618525
CHEMBL5017,mfp_r2_1024,175,695,5.725971362258638
CHEMBL5017,maccs_keys,175,132,4.479218426743721
CHEMBL5023,embed,1628,16,2.618075614387797
CHEMBL5023,mfp_r2_1024,1628,1021,5.946610905025207
CHEMBL5023,maccs_keys,1628,147,5.619006585450622
CHEMBL5028,embed,133,16,1.6782424916385323
CHEMBL5028,mfp_r2_1024,133,638,5.6256695030023405
CHEMBL5028,maccs_keys,133,119,4.530420654728146
CHEMBL5036,embed,215,16,2.5964965885356164
CHEMBL5036,mfp_r2_1024,215,668,6.052624200442737
CHEMBL5036,maccs_keys,215,124,4.721373009187165
CHEMBL5062,embed,118,16,1.8423417063920975
CHEMBL5062,mfp_r2_1024,118,657,5.11861000340405
CHEMBL5062,maccs_keys,118,117,3.475794026080555
CHEMBL5068,embed,122,16,1.6564314575708263
CHEMBL5068,mfp_r2_1024,122,489,6.559238372227989
CHEMBL5068,maccs_keys,122,98,4.838975474534898
CHEMBL5071,embed,1647,16,3.3015283597509004
CHEMBL5071,mfp_r2_1024,1647,1014,8.836816153393
CHEMBL5071,maccs_keys,1647,141,5.911827962412741
CHEMBL5076,embed,386,16,1.8236026757386967
CHEMBL5076,mfp_r2_1024,386,809,7.166192478451877
CHEMBL5076,maccs_keys,386,140,4.97217209170199
CHEMBL5077,embed,296,16,2.7003407625241747
CHEMBL5077,mfp_r2_1024,296,822,6.40777729738288
CHEMBL5077,maccs_keys,296,124,4.753494642324863
CHEMBL5080,embed,519,16,2.7030482646611085
CHEMBL5080,mfp_r2_1024,519,891,7.767967716784631
CHEMBL5080,maccs_keys,519,134,5.109608802738558
CHEMBL5102,embed,876,16,2.5262953401019184
CHEMBL5102,mfp_r2_1024,876,972,6.7780081471756
CHEMBL5102,maccs_keys,876,145,4.396849704568877
CHEMBL5113,embed,1838,16,3.393151396712528
CHEMBL5113,mfp_r2_1024,1838,1019,8.959434073414101
CHEMBL5113,maccs_keys,1838,144,6.194679115295388
CHEMBL5131,embed,232,16,2.4718461412366763
CHEMBL5131,mfp_r2_1024,232,805,6.436452924192295
CHEMBL5131,maccs_keys,232,141,5.213411866845195
CHEMBL5136,embed,697,16,2.5743301023687164
CHEMBL5136,mfp_r2_1024,697,988,6.925159077990884
CHEMBL5136,maccs_keys,697,148,4.3222552311257525
CHEMBL5137,embed,1062,16,3.072408123883817
CHEMBL5137,mfp_r2_1024,1062,1000,7.706278508984333
CHEMBL5137,maccs_keys,1062,141,4.780404820090423
CHEMBL5141,embed,157,16,2.5611235894033126
CHEMBL5141,mfp_r2_1024,157,557,6.82383840141591
CHEMBL5141,maccs_keys,157,119,4.69994926595778
CHEMBL5145,embed,2381,16,2.726772391596154
CHEMBL5145,mfp_r2_1024,2381,1022,7.278480845462925
CHEMBL5145,maccs_keys,2381,140,6.432408675682346
CHEMBL5147,embed,316,16,1.7558076340641358
CHEMBL5147,mfp_r2_1024,316,870,7.192014926605443
CHEMBL5147,maccs_keys,316,138,5.19534536552886
CHEMBL5192,embed,297,16,1.7553552040940157
CHEMBL5192,mfp_r2_1024,297,855,5.8151981661181225
CHEMBL5192,maccs_keys,297,139,4.73016550357471
CHEMBL5203,embed,189,16,2.58392119494842
CHEMBL5203,mfp_r2_1024,189,611,7.077009349281805
CHEMBL5203,maccs_keys,189,116,3.869659649700972
CHEMBL5221,embed,121,16,2.324490761811078
CHEMBL5221,mfp_r2_1024,121,538,8.942687828995778
CHEMBL5221,maccs_keys,121,103,6.02807241928368
CHEMBL5244,embed,153,16,2.679925131618409
CHEMBL5244,mfp_r2_1024,153,604,7.302448439796199
CHEMBL5244,maccs_keys,153,124,4.5109449163394695
CHEMBL5251,embed,1449,16,2.8085965985606927
CHEMBL5251,mfp_r2_1024,1449,1020,7.314282565699587
CHEMBL5251,maccs_keys,1449,149,6.917103519796684
CHEMBL5261,embed,368,16,3.515632679468617
CHEMBL5261,mfp_r2_1024,368,989,8.817274350604583
CHEMBL5261,maccs_keys,368,143,7.292241285812916
CHEMBL5282,embed,101,16,3.0453493807186898
CHEMBL5282,mfp_r2_1024,101,462,8.10065612653942
CHEMBL5282,maccs_keys,101,117,4.224428677178971
CHEMBL5285,embed,131,16,2.483485094771231
CHEMBL5285,mfp_r2_1024,131,635,5.863154278608528
CHEMBL5285,maccs_keys,131,127,3.74683225684209
CHEMBL5299,embed,97,16,1.8403135468604472
CHEMBL5299,mfp_r2_1024,97,383,6.792535571847401
CHEMBL5299,maccs_keys,97,96,4.398406109910931
CHEMBL5313,embed,979,16,3.59640381890336
CHEMBL5313,mfp_r2_1024,979,1024,15.978461933717153
CHEMBL5313,maccs_keys,979,147,10.564937462691454
CHEMBL5314,embed,265,16,3.615838659891232
CHEMBL5314,mfp_r2_1024,265,949,9.49686243092436
CHEMBL5314,maccs_keys,265,140,6.966421953710336
CHEMBL5328,embed,173,16,2.6265922834027364
CHEMBL5328,mfp_r2_1024,173,717,6.306050025205639
CHEMBL5328,maccs_keys,173,141,3.703601174108575
CHEMBL5330,embed,475,16,3.5147764267523702
CHEMBL5330,mfp_r2_1024,475,1000,8.98649011495163
CHEMBL5330,maccs_keys,475,139,7.531921782199735
CHEMBL5331,embed,187,16,1.756589339670794
CHEMBL5331,mfp_r2_1024,187,805,6.495243450565821
CHEMBL5331,maccs_keys,187,132,5.015963854399124
CHEMBL5337,embed,137,16,2.217609396457918
CHEMBL5337,mfp_r2_1024,137,572,8.28578533771341
CHEMBL5337,maccs_keys,137,135,4.083491876981928
CHEMBL5339,embed,249,16,2.3144278525528343
CHEMBL5339,mfp_r2_1024,249,657,7.549839662641469
CHEMBL5339,maccs_keys,249,120,4.231835919574883
CHEMBL5353,embed,228,16,1.7720457548372957
CHEMBL5353,mfp_r2_1024,228,710,7.287406834739876
CHEMBL5353,maccs_keys,228,103,4.480812422758375
CHEMBL5375,embed,1163,16,2.6925180316138717
CHEMBL5375,mfp_r2_1024,1163,1017,6.914258985233905
CHEMBL5375,maccs_keys,1163,147,5.0664104517454
CHEMBL5378,embed,146,16,2.662322817661631
CHEMBL5378,mfp_r2_1024,146,692,5.292165876132044
CHEMBL5378,maccs_keys,146,128,3.973096612936438
CHEMBL5387,embed,112,16,1.7521728935315966
CHEMBL5387,mfp_r2_1024,112,652,6.291067628829735
CHEMBL5387,maccs_keys,112,120,3.965363412078132
CHEMBL5393,embed,727,16,3.1059231373617475
CHEMBL5393,mfp_r2_1024,727,960,7.196456664449419
CHEMBL5393,maccs_keys,727,139,5.540670840587345
CHEMBL5407,embed,659,16,3.4466684868691826
CHEMBL5407,mfp_r2_1024,659,991,7.45925309553572
CHEMBL5407,maccs_keys,659,145,6.352872080680048
CHEMBL5408,embed,146,16,3.538727272561547
CHEMBL5408,mfp_r2_1024,146,825,8.06639656691748
CHEMBL5408,maccs_keys,146,136,6.941178191039208
CHEMBL5409,embed,288,16,1.6194108084424423
CHEMBL5409,mfp_r2_1024,288,812,6.298582174911068
CHEMBL5409,maccs_keys,288,134,3.500366378321876
CHEMBL5414,embed,295,16,2.381545637102331
CHEMBL5414,mfp_r2_1024,295,786,6.822057676082764
CHEMBL5414,maccs_keys,295,134,4.576964864800406
CHEMBL5424,embed,331,16,2.518392121057866
CHEMBL5424,mfp_r2_1024,331,828,7.897880330380167
CHEMBL5424,maccs_keys,331,124,4.838551779445063
CHEMBL5443,embed,438,16,2.7785939980426875
CHEMBL5443,mfp_r2_1024,438,935,8.719650884808642
CHEMBL5443,maccs_keys,438,138,6.52671005809987
CHEMBL5445,embed,228,16,2.323070811764109
CHEMBL5445,mfp_r2_1024,228,630,6.270555615895502
CHEMBL5445,maccs_keys,228,124,5.240647577646342
CHEMBL5457,embed,146,16,3.518550622640155
CHEMBL5457,mfp_r2_1024,146,495,6.603600588103666
CHEMBL5457,maccs_keys,146,93,4.63413769163569
CHEMBL5464,embed,243,16,1.8266161956353724
CHEMBL5464,mfp_r2_1024,243,858,7.259986256510738
CHEMBL5464,maccs_keys,243,136,4.761016781566323
CHEMBL5469,embed,264,16,3.587540310378847
CHEMBL5469,mfp_r2_1024,264,953,8.522610155724538
CHEMBL5469,maccs_keys,264,141,6.14759310724782
CHEMBL5471,embed,243,16,2.197271585611683
CHEMBL5471,mfp_r2_1024,243,692,7.208766797056344
CHEMBL5471,maccs_keys,243,127,4.420021795405895
CHEMBL5498,embed,202,16,1.8208823326848191
CHEMBL5498,mfp_r2_1024,202,794,7.067150089515895
CHEMBL5498,maccs_keys,202,143,5.333621819487652
CHEMBL5508,embed,86,16,1.7982987333639815
CHEMBL5508,mfp_r2_1024,86,401,6.394623731419268
CHEMBL5508,maccs_keys,86,112,2.986815182496067
CHEMBL5518,embed,107,16,2.7084211562867115
CHEMBL5518,mfp_r2_1024,107,822,9.189514620854355
CHEMBL5518,maccs_keys,107,128,8.958235700094333
CHEMBL5545,embed,119,16,2.2473008540136563
CHEMBL5545,mfp_r2_1024,119,573,6.026156414230724
CHEMBL5545,maccs_keys,119,131,3.413863963996046
CHEMBL5555,embed,506,16,2.6437678556260558
CHEMBL5555,mfp_r2_1024,506,882,7.550240326881235
CHEMBL5555,maccs_keys,506,137,5.128814843369928
CHEMBL5567,embed,498,16,2.989276304846106
CHEMBL5567,mfp_r2_1024,498,964,9.44056877813683
CHEMBL5567,maccs_keys,498,140,7.201614447689204
CHEMBL5568,embed,221,16,2.739468956006844
CHEMBL5568,mfp_r2_1024,221,935,8.16365706542603
CHEMBL5568,maccs_keys,221,136,6.611834599210723
CHEMBL5582,embed,129,16,1.653681550250368
CHEMBL5582,mfp_r2_1024,129,566,6.638557303700139
CHEMBL5582,maccs_keys,129,130,3.8173826981070023
CHEMBL5619,embed,166,16,2.582970754174871
CHEMBL5619,mfp_r2_1024,166,825,6.960286089235714
CHEMBL5619,maccs_keys,166,138,5.599174362015425
CHEMBL5631,embed,104,16,2.1663644393574963
CHEMBL5631,mfp_r2_1024,104,552,9.599539457414265
CHEMBL5631,maccs_keys,104,134,3.9770707169732464
CHEMBL5645,embed,372,16,3.362631977316604
CHEMBL5645,mfp_r2_1024,372,823,6.239457450304441
CHEMBL5645,maccs_keys,372,136,4.105912990007886
CHEMBL5646,embed,349,16,2.350160917962841
CHEMBL5646,mfp_r2_1024,349,753,7.365208440085365
CHEMBL5646,maccs_keys,349,118,6.210321835841314
CHEMBL5652,embed,1213,16,2.783138418010388
CHEMBL5652,mfp_r2_1024,1213,1002,7.506023248660331
CHEMBL5652,maccs_keys,1213,142,5.577187230388732
CHEMBL5658,embed,1064,16,2.679603000396452
CHEMBL5658,mfp_r2_1024,1064,1011,6.78823948521639
CHEMBL5658,maccs_keys,1064,139,5.073844471889783
CHEMBL5695,embed,82,16,2.6862253550679425
CHEMBL5695,mfp_r2_1024,82,425,6.12807149303269
CHEMBL5695,maccs_keys,82,123,4.052772696264226
CHEMBL5697,embed,514,16,2.33475154199348
CHEMBL5697,mfp_r2_1024,514,895,7.149888315707311
CHEMBL5697,maccs_keys,514,133,4.615448835995562
CHEMBL5720,embed,109,16,1.4091189710844068
CHEMBL5720,mfp_r2_1024,109,494,6.2597957800203
CHEMBL5720,maccs_keys,109,110,4.232244328291281
CHEMBL5736,embed,87,16,2.2251166864384744
CHEMBL5736,mfp_r2_1024,87,412,5.7404826627880405
CHEMBL5736,maccs_keys,87,88,3.794287130001678
CHEMBL5747,embed,247,16,3.3957227122446514
CHEMBL5747,mfp_r2_1024,247,847,6.633367484094
CHEMBL5747,maccs_keys,247,136,4.605317234299751
CHEMBL5763,embed,2512,16,2.7718820526233663
CHEMBL5763,mfp_r2_1024,2512,1022,8.061691051814492
CHEMBL5763,maccs_keys,2512,150,6.803874462423022
CHEMBL5769,embed,91,16,2.469455202263024
CHEMBL5769,mfp_r2_1024,91,512,8.944896694224958
CHEMBL5769,maccs_keys,91,106,5.969408037625817
CHEMBL5800,embed,252,16,2.6197078760694823
CHEMBL5800,mfp_r2_1024,252,857,6.2987530204759405
CHEMBL5800,maccs_keys,252,139,4.915150564707058
CHEMBL5805,embed,189,16,1.7583298096609734
CHEMBL5805,mfp_r2_1024,189,674,5.869979591012305
CHEMBL5805,maccs_keys,189,128,3.2989929546237846
CHEMBL5818,embed,265,16,3.290266544188887
CHEMBL5818,mfp_r2_1024,265,936,8.659588329252406
CHEMBL5818,maccs_keys,265,138,7.001434523765458
CHEMBL5857,embed,515,16,1.823968415713828
CHEMBL5857,mfp_r2_1024,515,983,8.883124256960642
CHEMBL5857,maccs_keys,515,138,6.690588120639043
CHEMBL5888,embed,470,16,2.5740737540591407
CHEMBL5888,mfp_r2_1024,470,855,7.585427676223657
CHEMBL5888,maccs_keys,470,107,5.064846138891166
CHEMBL5896,embed,115,16,2.462556376737859
CHEMBL5896,mfp_r2_1024,115,628,6.024112435201998
CHEMBL5896,maccs_keys,115,138,4.986743210013182
CHEMBL5936,embed,252,16,1.7337259453458134
CHEMBL5936,mfp_r2_1024,252,762,7.64436644089524
CHEMBL5936,maccs_keys,252,134,5.474118343130215
CHEMBL5942,embed,63,16,2.1253313897683115
CHEMBL5942,mfp_r2_1024,63,346,7.969605241978849
CHEMBL5942,maccs_keys,63,41,5.152957731192688
CHEMBL5971,embed,358,16,1.7304172352166398
CHEMBL5971,mfp_r2_1024,358,871,7.528876273527959
CHEMBL5971,maccs_keys,358,123,4.641819962079004
CHEMBL5973,embed,101,16,2.975424662886141
CHEMBL5973,mfp_r2_1024,101,548,7.261766518778701
CHEMBL5973,maccs_keys,101,133,3.8515771561808743
CHEMBL5979,embed,412,16,3.318815075384874
CHEMBL5979,mfp_r2_1024,412,956,8.515215216944904
CHEMBL5979,maccs_keys,412,141,6.222301823052783
CHEMBL5983,embed,99,16,1.6608258663306343
CHEMBL5983,mfp_r2_1024,99,556,5.437833711776709
CHEMBL5983,maccs_keys,99,117,3.5476274024531738
CHEMBL6007,embed,359,16,2.3721505506309
CHEMBL6007,mfp_r2_1024,359,896,7.520808430649689
CHEMBL6007,maccs_keys,359,140,4.372972884244179
CHEMBL6009,embed,506,16,2.692383590754728
CHEMBL6009,mfp_r2_1024,506,893,7.605086573880611
CHEMBL6009,maccs_keys,506,132,5.549319592554122
CHEMBL6069,embed,115,16,2.750539289030967
CHEMBL6069,mfp_r2_1024,115,525,5.950053938514581
CHEMBL6069,maccs_keys,115,124,4.209083740022345
CHEMBL6080,embed,253,16,1.5154315854473603
CHEMBL6080,mfp_r2_1024,253,811,6.5104746484105895
CHEMBL6080,maccs_keys,253,122,4.488713518470129
CHEMBL6135,embed,500,16,2.3295529888741937
CHEMBL6135,mfp_r2_1024,500,888,7.284875754798342
CHEMBL6135,maccs_keys,500,137,5.048588019811419
CHEMBL6136,embed,498,16,2.611710713699085
CHEMBL6136,mfp_r2_1024,498,904,7.121247632139927
CHEMBL6136,maccs_keys,498,141,5.3988560472818055
CHEMBL6137,embed,163,16,2.6590097194857885
CHEMBL6137,mfp_r2_1024,163,635,8.04448477375952
CHEMBL6137,maccs_keys,163,131,4.231711267662213
CHEMBL6140,embed,691,16,2.472157102981418
CHEMBL6140,mfp_r2_1024,691,916,7.79636652151171
CHEMBL6140,maccs_keys,691,126,5.480762866391613
CHEMBL6141,embed,551,16,1.854633289459185
CHEMBL6141,mfp_r2_1024,551,893,8.054337008884815
CHEMBL6141,maccs_keys,551,139,5.365345870334349
CHEMBL6145,embed,156,16,2.851659554887428
CHEMBL6145,mfp_r2_1024,156,574,8.673250178851267
CHEMBL6145,maccs_keys,156,121,3.890958539161377
CHEMBL6154,embed,302,16,2.5117011904881084
CHEMBL6154,mfp_r2_1024,302,819,6.654597103238181
CHEMBL6154,maccs_keys,302,130,4.886387890507453
CHEMBL6164,embed,522,16,2.566301783215726
CHEMBL6164,mfp_r2_1024,522,952,7.55271056944614
CHEMBL6164,maccs_keys,522,134,5.472825783317766
CHEMBL6166,embed,642,16,3.511438485784666
CHEMBL6166,mfp_r2_1024,642,1006,9.55345842025942
CHEMBL6166,maccs_keys,642,143,7.541590664400096
CHEMBL6175,embed,313,16,2.975050412548747
CHEMBL6175,mfp_r2_1024,313,825,6.721591155439934
CHEMBL6175,maccs_keys,313,131,5.036778904957662
CHEMBL6184,embed,166,16,2.7143336908947653
CHEMBL6184,mfp_r2_1024,166,652,6.875815862134492
CHEMBL6184,maccs_keys,166,122,4.7281242569111
CHEMBL6185,embed,103,16,2.370546002065989
CHEMBL6185,mfp_r2_1024,103,470,8.829771361304978
CHEMBL6185,maccs_keys,103,124,4.340353647855975
CHEMBL1075051,embed,181,16,1.5059561689630416
CHEMBL1075051,mfp_r2_1024,181,451,5.050288025902434
CHEMBL1075051,maccs_keys,181,127,3.8311290377474654
CHEMBL1075104,embed,1602,16,3.5429024055814
CHEMBL1075104,mfp_r2_1024,1602,1016,8.773874105471233
CHEMBL1075104,maccs_keys,1602,139,6.854985408408696
CHEMBL1075140,embed,163,16,1.7384114630568286
CHEMBL1075140,mfp_r2_1024,163,648,6.337010110026175
CHEMBL1075140,maccs_keys,163,121,2.9420957464452417
CHEMBL1075167,embed,110,16,3.460880132652423
CHEMBL1075167,mfp_r2_1024,110,799,8.006818236203738
CHEMBL1075167,maccs_keys,110,131,6.892010586295814
CHEMBL1075228,embed,250,16,2.567630608297549
CHEMBL1075228,mfp_r2_1024,250,768,5.998390919111261
CHEMBL1075228,maccs_keys,250,131,5.117643537836823
CHEMBL1075232,embed,253,16,3.314966773630648
CHEMBL1075232,mfp_r2_1024,253,550,8.098285071899102
CHEMBL1075232,maccs_keys,253,80,5.3598500645512255
CHEMBL1075284,embed,190,16,1.8000141370352647
CHEMBL1075284,mfp_r2_1024,190,677,7.089957869740115
CHEMBL1075284,maccs_keys,190,119,4.921669845143772
CHEMBL1075293,embed,113,16,1.908758244441967
CHEMBL1075293,mfp_r2_1024,113,425,7.056012802596468
CHEMBL1075293,maccs_keys,113,128,4.22150497985338
CHEMBL1163101,embed,257,16,3.0567063709353888
CHEMBL1163101,mfp_r2_1024,257,729,6.824299359387027
CHEMBL1163101,maccs_keys,257,134,5.027308947169733
CHEMBL1163116,embed,82,16,2.280585579073409
CHEMBL1163116,mfp_r2_1024,82,427,6.49509723379181
CHEMBL1163116,maccs_keys,82,116,3.4036508450995973
CHEMBL1163125,embed,2646,16,3.6722380442071376
CHEMBL1163125,mfp_r2_1024,2646,1024,8.092489006205444
CHEMBL1163125,maccs_keys,2646,146,6.8007120897639615
CHEMBL1169598,embed,190,16,2.681508198793364
CHEMBL1169598,mfp_r2_1024,190,732,8.088187675513137
CHEMBL1169598,maccs_keys,190,133,5.289276219660916
CHEMBL1250348,embed,236,16,2.5973398866867563
CHEMBL1250348,mfp_r2_1024,236,774,7.241578129194909
CHEMBL1250348,maccs_keys,236,139,4.689118078949863
CHEMBL1250375,embed,113,16,2.470800844248401
CHEMBL1250375,mfp_r2_1024,113,583,7.20282432809235
CHEMBL1250375,maccs_keys,113,128,4.429852806351018
CHEMBL1255126,embed,301,16,1.6609471854311653
CHEMBL1255126,mfp_r2_1024,301,863,5.868566850353775
CHEMBL1255126,maccs_keys,301,134,4.389424217535304
CHEMBL1255149,embed,110,16,2.6614658314507182
CHEMBL1255149,mfp_r2_1024,110,577,7.053448863518628
CHEMBL1255149,maccs_keys,110,114,3.909487025170124
CHEMBL1255164,embed,104,16,2.387072608957854
CHEMBL1255164,mfp_r2_1024,104,413,6.220779018550363
CHEMBL1255164,maccs_keys,104,91,3.698363704212137
CHEMBL1287620,embed,125,16,2.771419886399088
CHEMBL1287620,mfp_r2_1024,125,841,10.410118499408354
CHEMBL1287620,maccs_keys,125,141,7.8040809012660945
CHEMBL1287628,embed,90,16,2.275297254971833
CHEMBL1287628,mfp_r2_1024,90,493,7.176099502494152
CHEMBL1287628,maccs_keys,90,126,4.634126104822851
CHEMBL1293222,embed,242,16,2.470888645199441
CHEMBL1293222,mfp_r2_1024,242,863,6.441753684561867
CHEMBL1293222,maccs_keys,242,135,5.086014763627055
CHEMBL1293228,embed,2804,16,3.572379442956396
CHEMBL1293228,mfp_r2_1024,2804,1024,11.462536201929376
CHEMBL1293228,maccs_keys,2804,151,9.127195910619475
CHEMBL1293244,embed,113,16,2.270412558773738
CHEMBL1293244,mfp_r2_1024,113,717,5.940798514430927
CHEMBL1293244,maccs_keys,113,138,5.151097975714332
CHEMBL1293249,embed,121,16,2.5703967315260483
CHEMBL1293249,mfp_r2_1024,121,752,8.250569633445162
CHEMBL1293249,maccs_keys,121,131,6.765122794298595
CHEMBL1293266,embed,272,16,2.7248441523429365
CHEMBL1293266,mfp_r2_1024,272,964,7.511682809161885
CHEMBL1293266,maccs_keys,272,139,6.369499553925751
CHEMBL1293267,embed,209,16,3.140769768754071
CHEMBL1293267,mfp_r2_1024,209,877,8.653034837931246
CHEMBL1293267,maccs_keys,209,138,5.066863361762234
CHEMBL1293269,embed,653,16,2.443504482335213
CHEMBL1293269,mfp_r2_1024,653,1007,6.165368447106973
CHEMBL1293269,maccs_keys,653,147,4.871766631913413
CHEMBL1293292,embed,369,16,2.325952373305562
CHEMBL1293292,mfp_r2_1024,369,836,7.310688171308181
CHEMBL1293292,maccs_keys,369,123,4.693398041553594
CHEMBL1293319,embed,887,16,2.728862336335728
CHEMBL1293319,mfp_r2_1024,887,1022,9.885439156284653
CHEMBL1293319,maccs_keys,887,148,8.028671444152113
CHEMBL1667665,embed,747,16,2.9610878821382984
CHEMBL1667665,mfp_r2_1024,747,867,7.162039925324171
CHEMBL1667665,maccs_keys,747,136,4.540607535816463
CHEMBL1681620,embed,99,16,2.5422010692543444
CHEMBL1681620,mfp_r2_1024,99,539,7.922908900967529
CHEMBL1681620,maccs_keys,99,104,4.966905895686016
CHEMBL1697676,embed,99,16,2.4267418265177043
CHEMBL1697676,mfp_r2_1024,99,522,7.315776699240886
CHEMBL1697676,maccs_keys,99,135,4.567565414308588
CHEMBL1741171,embed,1798,16,2.7298609779801253
CHEMBL1741171,mfp_r2_1024,1798,1023,9.734926599642296
CHEMBL1741171,maccs_keys,1798,150,7.806471020409878
CHEMBL1741186,embed,1713,16,2.573557937992262
CHEMBL1741186,mfp_r2_1024,1713,1018,7.016914153979666
CHEMBL1741186,maccs_keys,1713,142,5.761244737443139
CHEMBL1741219,embed,967,16,2.779907745927868
CHEMBL1741219,mfp_r2_1024,967,1023,10.630993298255976
CHEMBL1741219,maccs_keys,967,146,8.703899836630319
CHEMBL1744525,embed,1400,16,1.7687690764268256
CHEMBL1744525,mfp_r2_1024,1400,995,8.530254710613276
CHEMBL1744525,maccs_keys,1400,131,5.42869474313063
CHEMBL1764946,embed,113,16,2.114685263270045
CHEMBL1764946,mfp_r2_1024,113,536,5.594698515568403
CHEMBL1764946,maccs_keys,113,127,2.7259534971769885
CHEMBL1781862,embed,195,16,1.7549032253308194
CHEMBL1781862,mfp_r2_1024,195,557,7.598155765922627
CHEMBL1781862,maccs_keys,195,104,5.031712275808494
CHEMBL1795101,embed,170,16,2.317245747672825
CHEMBL1795101,mfp_r2_1024,170,625,6.131259341534338
CHEMBL1795101,maccs_keys,170,135,4.013096791859601
CHEMBL1795126,embed,75,16,1.9682334313390797
CHEMBL1795126,mfp_r2_1024,75,360,7.306503389361124
CHEMBL1795126,maccs_keys,75,102,4.483976632860112
CHEMBL1795135,embed,66,16,1.556447327651059
CHEMBL1795135,mfp_r2_1024,66,410,3.997849881598545
CHEMBL1795135,maccs_keys,66,127,2.922817201116203
CHEMBL1795139,embed,81,16,2.5417856776989614
CHEMBL1795139,mfp_r2_1024,81,416,4.564401194514223
CHEMBL1795139,maccs_keys,81,106,3.601247438863308
CHEMBL1795143,embed,101,16,2.624147695416592
CHEMBL1795143,mfp_r2_1024,101,503,6.90090156702143
CHEMBL1795143,maccs_keys,101,116,1.434513443356536
CHEMBL1921666,embed,200,16,2.218185763544049
CHEMBL1921666,mfp_r2_1024,200,765,6.213624655547664
CHEMBL1921666,maccs_keys,200,130,5.656633476188533
CHEMBL2007625,embed,909,16,2.643110857702127
CHEMBL2007625,mfp_r2_1024,909,979,7.727749055335318
CHEMBL2007625,maccs_keys,909,138,4.67805430527936
CHEMBL2010636,embed,138,16,1.8358162711671395
CHEMBL2010636,mfp_r2_1024,138,574,7.334237691825996
CHEMBL2010636,maccs_keys,138,113,4.525778584322179
CHEMBL2034805,embed,108,16,2.1633812428881627
CHEMBL2034805,mfp_r2_1024,108,406,6.847107698870032
CHEMBL2034805,maccs_keys,108,104,4.081282990655256
CHEMBL2146302,embed,287,16,2.1022457297853885
CHEMBL2146302,mfp_r2_1024,287,658,7.308999538972146
CHEMBL2146302,maccs_keys,287,105,6.008295528537721
CHEMBL2146346,embed,82,16,1.5260214063559236
CHEMBL2146346,mfp_r2_1024,82,488,4.774231763769295
CHEMBL2146346,maccs_keys,82,123,2.302170519199832
CHEMBL2146350,embed,79,16,1.9488506206579224
CHEMBL2146350,mfp_r2_1024,79,474,6.663150783472767
CHEMBL2146350,maccs_keys,79,105,3.88201625593202
CHEMBL2176771,embed,766,16,2.098472372865561
CHEMBL2176771,mfp_r2_1024,766,899,7.570338907625
CHEMBL2176771,maccs_keys,766,129,5.41654338036377
CHEMBL2176813,embed,130,16,2.782780771018985
CHEMBL2176813,mfp_r2_1024,130,467,9.590199850082737
CHEMBL2176813,maccs_keys,130,94,5.162985699362853
CHEMBL2189110,embed,308,16,2.544718537548996
CHEMBL2189110,mfp_r2_1024,308,804,6.199196690838756
CHEMBL2189110,maccs_keys,308,121,4.316776759326898
CHEMBL2216739,embed,210,16,2.475510908523172
CHEMBL2216739,mfp_r2_1024,210,706,6.415854525079528
CHEMBL2216739,maccs_keys,210,129,4.306071375946817
CHEMBL2304402,embed,124,16,2.5676872737202854
CHEMBL2304402,mfp_r2_1024,124,567,5.94498124598151
CHEMBL2304402,maccs_keys,124,112,3.9740230292671495
CHEMBL2304404,embed,253,16,2.6138213947786517
CHEMBL2304404,mfp_r2_1024,253,740,6.484844978660918
CHEMBL2304404,maccs_keys,253,115,3.5554355882934905
CHEMBL2364165,embed,169,16,1.849168516917885
CHEMBL2364165,mfp_r2_1024,169,635,5.889803463362129
CHEMBL2364165,maccs_keys,169,103,3.957256828035468
CHEMBL2366456,embed,158,16,2.5805148106336158
CHEMBL2366456,mfp_r2_1024,158,698,5.413258305265771
CHEMBL2366456,maccs_keys,158,135,3.841864426085015
CHEMBL2366517,embed,737,16,1.8740814830542567
CHEMBL2366517,mfp_r2_1024,737,987,7.286827450827097
CHEMBL2366517,maccs_keys,737,145,4.805470172098436
CHEMBL2439944,embed,138,16,1.806420353695374
CHEMBL2439944,mfp_r2_1024,138,520,6.273048987173148
CHEMBL2439944,maccs_keys,138,106,3.256115413109104
CHEMBL3112379,embed,87,16,2.2184408318000277
CHEMBL3112379,mfp_r2_1024,87,416,5.096429469378658
CHEMBL3112379,maccs_keys,87,110,3.251488486219761
CHEMBL3307224,embed,225,16,3.475097311469198
CHEMBL3307224,mfp_r2_1024,225,721,5.861731243261279
CHEMBL3307224,maccs_keys,225,116,3.716086062019333
CHEMBL3308976,embed,122,16,2.722781210278667
CHEMBL3308976,mfp_r2_1024,122,211,7.702147174619311
CHEMBL3308976,maccs_keys,122,59,5.535161532132504
CHEMBL3309105,embed,101,16,2.01382503735958
CHEMBL3309105,mfp_r2_1024,101,496,7.227921477788699
CHEMBL3309105,maccs_keys,101,113,3.4663310566805605
CHEMBL3309111,embed,347,16,2.6242228830359897
CHEMBL3309111,mfp_r2_1024,347,757,3.899558972881546
CHEMBL3309111,maccs_keys,347,111,1.9415915188766224
CHEMBL3309112,embed,289,16,1.8146424794406968
